game_date,tipoff_time_utc,away_team,home_team,away_score,home_score,home_win,point_diff,source_url
2025-11-30,2025-11-30 23:00:00+00:00,Oklahoma City Thunder,Portland Trail Blazers,123,115,0,-8,https://www.basketball-reference.com/leagues/NBA_2026_games-november.html
2025-11-30,2025-11-30 23:00:00+00:00,Boston Celtics,Cleveland Cavaliers,117,115,0,-2,https://www.basketball-reference.com/leagues/NBA_2026_games-november.html
2025-11-30,2025-11-30 23:00:00+00:00,Toronto Raptors,New York Knicks,94,116,1,22,https://www.basketball-reference.com/leagues/NBA_2026_games-november.html
2025-11-30,2025-11-30 20:00:00+00:00,Houston Rockets,Utah Jazz,129,101,0,-28,https://www.basketball-reference.com/leagues/NBA_2026_games-november.html
2025-11-30,2025-11-30 23:00:00+00:00,Atlanta Hawks,Philadelphia 76ers,142,134,0,-8,https://www.basketball-reference.com/leagues/NBA_2026_games-november.html
2025-12-01,2025-12-02 00:00:00+00:00,Atlanta Hawks,Detroit Pistons,98,99,1,1,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-01,2025-12-02 00:00:00+00:00,Cleveland Cavaliers,Indiana Pacers,135,119,0,-16,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-01,2025-12-02 00:00:00+00:00,Milwaukee Bucks,Washington Wizards,126,129,1,3,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-01,2025-12-02 00:30:00+00:00,Charlotte Hornets,Brooklyn Nets,103,116,1,13,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-01,2025-12-02 00:30:00+00:00,Los Angeles Clippers,Miami Heat,123,140,1,17,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-01,2025-12-02 00:30:00+00:00,Chicago Bulls,Orlando Magic,120,125,1,5,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-01,2025-12-02 02:00:00+00:00,Dallas Mavericks,Denver Nuggets,131,121,0,-10,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-01,2025-12-02 02:00:00+00:00,Houston Rockets,Utah Jazz,125,133,1,8,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-01,2025-12-02 03:00:00+00:00,Phoenix Suns,Los Angeles Lakers,125,108,0,-17,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-02,2025-12-03 04:00:00+00:00,Oklahoma City Thunder,Golden State Warriors,124,112,0,-12,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-02,2025-12-03 01:00:00+00:00,Minnesota Timberwolves,New Orleans Pelicans,149,142,0,-7,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-02,2025-12-03 01:00:00+00:00,Memphis Grizzlies,San Antonio Spurs,119,126,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-02,2025-12-03 00:30:00+00:00,Portland Trail Blazers,Toronto Raptors,118,121,1,3,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-02,2025-12-03 00:00:00+00:00,Washington Wizards,Philadelphia 76ers,102,121,1,19,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-02,2025-12-03 01:00:00+00:00,New York Knicks,Boston Celtics,117,123,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-03,2025-12-04 01:30:00+00:00,Miami Heat,Dallas Mavericks,108,118,1,10,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-03,2025-12-04 01:00:00+00:00,Detroit Pistons,Milwaukee Bucks,109,113,1,4,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-03,2025-12-04 01:00:00+00:00,Brooklyn Nets,Chicago Bulls,113,103,0,-10,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-03,2025-12-04 00:30:00+00:00,Charlotte Hornets,New York Knicks,104,119,1,15,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-03,2025-12-04 01:00:00+00:00,Sacramento Kings,Houston Rockets,95,121,1,26,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-03,2025-12-04 00:00:00+00:00,San Antonio Spurs,Orlando Magic,114,112,0,-2,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-03,2025-12-04 00:00:00+00:00,Denver Nuggets,Indiana Pacers,135,120,0,-15,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-03,2025-12-04 00:00:00+00:00,Portland Trail Blazers,Cleveland Cavaliers,122,110,0,-12,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-03,2025-12-04 00:30:00+00:00,Los Angeles Clippers,Atlanta Hawks,115,92,0,-23,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-04,2025-12-05 00:00:00+00:00,Golden State Warriors,Philadelphia 76ers,98,99,1,1,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-04,2025-12-05 00:00:00+00:00,Boston Celtics,Washington Wizards,146,101,0,-45,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-04,2025-12-05 00:30:00+00:00,Utah Jazz,Brooklyn Nets,123,110,0,-13,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-04,2025-12-05 00:30:00+00:00,Los Angeles Lakers,Toronto Raptors,123,120,0,-3,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-04,2025-12-05 01:00:00+00:00,Minnesota Timberwolves,New Orleans Pelicans,125,116,0,-9,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-05,2025-12-06 01:00:00+00:00,Phoenix Suns,Houston Rockets,98,117,1,19,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-05,2025-12-06 01:00:00+00:00,Los Angeles Clippers,Memphis Grizzlies,98,107,1,9,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-05,2025-12-06 01:00:00+00:00,Indiana Pacers,Chicago Bulls,120,105,0,-15,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-05,2025-12-06 02:30:00+00:00,Dallas Mavericks,Oklahoma City Thunder,111,132,1,21,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-05,2025-12-06 01:00:00+00:00,Philadelphia 76ers,Milwaukee Bucks,116,101,0,-15,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-05,2025-12-06 00:30:00+00:00,Charlotte Hornets,Toronto Raptors,111,86,0,-25,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-05,2025-12-06 00:00:00+00:00,Miami Heat,Orlando Magic,105,106,1,1,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-05,2025-12-06 00:30:00+00:00,Portland Trail Blazers,Detroit Pistons,116,122,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-05,2025-12-06 00:30:00+00:00,San Antonio Spurs,Cleveland Cavaliers,117,130,1,13,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-05,2025-12-06 00:30:00+00:00,Denver Nuggets,Atlanta Hawks,134,133,0,-1,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-05,2025-12-06 00:30:00+00:00,Utah Jazz,New York Knicks,112,146,1,34,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-05,2025-12-06 00:00:00+00:00,Los Angeles Lakers,Boston Celtics,105,126,1,21,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-06,2025-12-06 22:00:00+00:00,New Orleans Pelicans,Brooklyn Nets,101,119,1,18,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-06,2025-12-07 00:00:00+00:00,Atlanta Hawks,Washington Wizards,131,116,0,-15,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-06,2025-12-07 00:30:00+00:00,Golden State Warriors,Cleveland Cavaliers,99,94,0,-5,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-06,2025-12-07 00:30:00+00:00,Milwaukee Bucks,Detroit Pistons,112,124,1,12,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-06,2025-12-07 01:00:00+00:00,Sacramento Kings,Miami Heat,127,111,0,-16,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-06,2025-12-07 01:00:00+00:00,Los Angeles Clippers,Minnesota Timberwolves,106,109,1,3,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-06,2025-12-07 01:30:00+00:00,Houston Rockets,Dallas Mavericks,109,122,1,13,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-07,2025-12-08 00:30:00+00:00,Los Angeles Lakers,Philadelphia 76ers,112,108,0,-4,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-07,2025-12-08 00:00:00+00:00,Golden State Warriors,Chicago Bulls,123,91,0,-32,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-07,2025-12-07 23:00:00+00:00,Portland Trail Blazers,Memphis Grizzlies,96,119,1,23,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-07,2025-12-08 01:00:00+00:00,Oklahoma City Thunder,Utah Jazz,131,101,0,-30,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-07,2025-12-07 20:30:00+00:00,Boston Celtics,Toronto Raptors,121,113,0,-8,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-07,2025-12-07 17:00:00+00:00,Orlando Magic,New York Knicks,100,106,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-07,2025-12-07 23:00:00+00:00,Denver Nuggets,Charlotte Hornets,115,106,0,-9,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-08,2025-12-09 00:00:00+00:00,Sacramento Kings,Indiana Pacers,105,116,1,11,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-08,2025-12-09 00:30:00+00:00,Phoenix Suns,Minnesota Timberwolves,108,105,0,-3,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-08,2025-12-09 01:00:00+00:00,San Antonio Spurs,New Orleans Pelicans,135,132,0,-3,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-09,2025-12-09 23:00:00+00:00,Miami Heat,Orlando Magic,108,117,1,9,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-09,2025-12-10 01:30:00+00:00,New York Knicks,Toronto Raptors,117,101,0,-16,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-10,2025-12-11 00:30:00+00:00,Phoenix Suns,Oklahoma City Thunder,89,138,1,49,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-10,2025-12-11 03:00:00+00:00,San Antonio Spurs,Los Angeles Lakers,132,119,0,-13,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-11,2025-12-12 03:00:00+00:00,Denver Nuggets,Sacramento Kings,136,105,0,-31,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-11,2025-12-12 01:00:00+00:00,Portland Trail Blazers,New Orleans Pelicans,120,143,1,23,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-11,2025-12-12 01:00:00+00:00,Los Angeles Clippers,Houston Rockets,113,115,1,2,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-11,2025-12-12 01:00:00+00:00,Boston Celtics,Milwaukee Bucks,101,116,1,15,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-12,2025-12-13 03:00:00+00:00,Minnesota Timberwolves,Golden State Warriors,127,120,0,-7,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-12,2025-12-13 00:00:00+00:00,Chicago Bulls,Charlotte Hornets,129,126,0,-3,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-12,2025-12-13 00:00:00+00:00,Atlanta Hawks,Detroit Pistons,115,142,1,27,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-12,2025-12-13 00:00:00+00:00,Indiana Pacers,Philadelphia 76ers,105,115,1,10,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-12,2025-12-13 00:00:00+00:00,Cleveland Cavaliers,Washington Wizards,130,126,0,-4,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-12,2025-12-13 01:00:00+00:00,Utah Jazz,Memphis Grizzlies,130,126,0,-4,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-12,2025-12-13 01:30:00+00:00,Brooklyn Nets,Dallas Mavericks,111,119,1,8,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-13,2025-12-14 02:00:00+00:00,San Antonio Spurs,Oklahoma City Thunder,111,109,0,-2,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-13,2025-12-13 22:30:00+00:00,New York Knicks,Orlando Magic,132,120,0,-12,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-14,2025-12-14 20:00:00+00:00,Washington Wizards,Indiana Pacers,108,89,0,-19,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-14,2025-12-14 20:30:00+00:00,Charlotte Hornets,Cleveland Cavaliers,119,111,0,-8,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-14,2025-12-14 23:00:00+00:00,Philadelphia 76ers,Atlanta Hawks,117,120,1,3,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-14,2025-12-14 23:00:00+00:00,Milwaukee Bucks,Brooklyn Nets,82,127,1,45,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-14,2025-12-15 00:00:00+00:00,New Orleans Pelicans,Chicago Bulls,114,104,0,-10,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-14,2025-12-15 00:00:00+00:00,Sacramento Kings,Minnesota Timberwolves,103,117,1,14,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-14,2025-12-15 01:00:00+00:00,Los Angeles Lakers,Phoenix Suns,116,114,0,-2,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-14,2025-12-15 02:00:00+00:00,Golden State Warriors,Portland Trail Blazers,131,136,1,5,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-15,2025-12-16 03:30:00+00:00,Memphis Grizzlies,Los Angeles Clippers,121,103,0,-18,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-15,2025-12-16 02:30:00+00:00,Houston Rockets,Denver Nuggets,125,128,1,3,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-15,2025-12-16 02:00:00+00:00,Dallas Mavericks,Utah Jazz,133,140,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-15,2025-12-16 00:30:00+00:00,Toronto Raptors,Miami Heat,106,96,0,-10,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-15,2025-12-16 00:00:00+00:00,Detroit Pistons,Boston Celtics,112,105,0,-7,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-16,2025-12-17 01:30:00+00:00,San Antonio Spurs,New York Knicks,113,124,1,11,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-17,2025-12-18 01:00:00+00:00,Cleveland Cavaliers,Chicago Bulls,111,127,1,16,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-17,2025-12-18 01:00:00+00:00,Memphis Grizzlies,Minnesota Timberwolves,116,110,0,-6,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-18,2025-12-19 03:00:00+00:00,Sacramento Kings,Portland Trail Blazers,133,134,1,1,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-18,2025-12-19 02:00:00+00:00,Los Angeles Lakers,Utah Jazz,143,135,0,-8,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-18,2025-12-19 02:00:00+00:00,Golden State Warriors,Phoenix Suns,98,99,1,1,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-18,2025-12-19 02:00:00+00:00,Orlando Magic,Denver Nuggets,115,126,1,11,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-18,2025-12-19 01:30:00+00:00,Detroit Pistons,Dallas Mavericks,114,116,1,2,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-18,2025-12-19 01:00:00+00:00,Washington Wizards,San Antonio Spurs,94,119,1,25,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-18,2025-12-19 00:30:00+00:00,Miami Heat,Brooklyn Nets,106,95,0,-11,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-18,2025-12-19 01:00:00+00:00,Houston Rockets,New Orleans Pelicans,128,133,1,5,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-18,2025-12-19 01:00:00+00:00,Toronto Raptors,Milwaukee Bucks,111,105,0,-6,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-18,2025-12-19 00:00:00+00:00,New York Knicks,Indiana Pacers,114,113,0,-1,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-18,2025-12-19 00:00:00+00:00,Atlanta Hawks,Charlotte Hornets,126,133,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-18,2025-12-19 01:00:00+00:00,Los Angeles Clippers,Oklahoma City Thunder,101,122,1,21,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-19,2025-12-20 00:00:00+00:00,Miami Heat,Boston Celtics,116,129,1,13,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-19,2025-12-20 00:00:00+00:00,Philadelphia 76ers,New York Knicks,116,107,0,-9,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-19,2025-12-20 00:30:00+00:00,San Antonio Spurs,Atlanta Hawks,126,98,0,-28,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-19,2025-12-20 00:30:00+00:00,Chicago Bulls,Cleveland Cavaliers,136,125,0,-11,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-19,2025-12-20 02:30:00+00:00,Oklahoma City Thunder,Minnesota Timberwolves,107,112,1,5,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-20,2025-12-21 02:30:00+00:00,Orlando Magic,Utah Jazz,128,127,0,-1,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-20,2025-12-21 03:30:00+00:00,Los Angeles Lakers,Los Angeles Clippers,88,103,1,15,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-20,2025-12-21 03:00:00+00:00,Portland Trail Blazers,Sacramento Kings,98,93,0,-5,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-20,2025-12-21 01:00:00+00:00,Washington Wizards,Memphis Grizzlies,130,122,0,-8,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-20,2025-12-21 01:30:00+00:00,Phoenix Suns,Golden State Warriors,116,119,1,3,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-20,2025-12-21 00:00:00+00:00,Boston Celtics,Toronto Raptors,112,96,0,-16,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-20,2025-12-21 00:30:00+00:00,Charlotte Hornets,Detroit Pistons,86,112,1,26,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-20,2025-12-21 00:00:00+00:00,Dallas Mavericks,Philadelphia 76ers,114,121,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-20,2025-12-21 00:00:00+00:00,Indiana Pacers,New Orleans Pelicans,109,128,1,19,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-20,2025-12-20 22:00:00+00:00,Houston Rockets,Denver Nuggets,115,101,0,-14,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-21,2025-12-21 20:30:00+00:00,Chicago Bulls,Atlanta Hawks,152,150,0,-2,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-21,2025-12-21 23:00:00+00:00,Toronto Raptors,Brooklyn Nets,81,96,1,15,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-21,2025-12-21 23:00:00+00:00,Miami Heat,New York Knicks,125,132,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-21,2025-12-22 00:00:00+00:00,Milwaukee Bucks,Minnesota Timberwolves,100,103,1,3,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-21,2025-12-22 00:00:00+00:00,San Antonio Spurs,Washington Wizards,124,113,0,-11,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-21,2025-12-22 03:00:00+00:00,Houston Rockets,Sacramento Kings,124,125,1,1,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-22,2025-12-23 03:00:00+00:00,Detroit Pistons,Portland Trail Blazers,110,102,0,-8,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-22,2025-12-23 03:00:00+00:00,Orlando Magic,Golden State Warriors,97,120,1,23,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-22,2025-12-23 02:30:00+00:00,Memphis Grizzlies,Oklahoma City Thunder,103,119,1,16,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-22,2025-12-23 00:30:00+00:00,Indiana Pacers,Boston Celtics,95,103,1,8,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-22,2025-12-23 01:00:00+00:00,Dallas Mavericks,New Orleans Pelicans,113,119,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-22,2025-12-23 00:00:00+00:00,Charlotte Hornets,Cleveland Cavaliers,132,139,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-22,2025-12-23 02:00:00+00:00,Utah Jazz,Denver Nuggets,112,135,1,23,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-23,2025-12-24 01:30:00+00:00,Oklahoma City Thunder,San Antonio Spurs,110,130,1,20,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-23,2025-12-24 03:00:00+00:00,Detroit Pistons,Sacramento Kings,136,127,0,-9,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-23,2025-12-24 03:00:00+00:00,Orlando Magic,Portland Trail Blazers,110,106,0,-4,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-23,2025-12-24 03:30:00+00:00,Houston Rockets,Los Angeles Clippers,108,128,1,20,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-23,2025-12-24 02:00:00+00:00,Memphis Grizzlies,Utah Jazz,137,128,0,-9,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-23,2025-12-24 02:00:00+00:00,Los Angeles Lakers,Phoenix Suns,108,132,1,24,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-23,2025-12-24 01:00:00+00:00,New York Knicks,Minnesota Timberwolves,104,115,1,11,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-23,2025-12-24 00:30:00+00:00,Chicago Bulls,Atlanta Hawks,126,123,0,-3,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-23,2025-12-24 00:30:00+00:00,Toronto Raptors,Miami Heat,112,91,0,-21,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-23,2025-12-24 00:30:00+00:00,Milwaukee Bucks,Indiana Pacers,111,94,0,-17,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-23,2025-12-24 00:30:00+00:00,New Orleans Pelicans,Cleveland Cavaliers,118,141,1,23,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-23,2025-12-24 00:00:00+00:00,Brooklyn Nets,Philadelphia 76ers,114,106,0,-8,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-23,2025-12-24 00:00:00+00:00,Washington Wizards,Charlotte Hornets,109,126,1,17,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-23,2025-12-24 01:00:00+00:00,Denver Nuggets,Dallas Mavericks,130,131,1,1,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-25,2025-12-25 17:00:00+00:00,Cleveland Cavaliers,New York Knicks,124,126,1,2,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-25,2025-12-25 19:30:00+00:00,San Antonio Spurs,Oklahoma City Thunder,117,102,0,-15,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-25,2025-12-25 22:00:00+00:00,Dallas Mavericks,Golden State Warriors,116,126,1,10,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-25,2025-12-26 01:00:00+00:00,Houston Rockets,Los Angeles Lakers,119,96,0,-23,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-25,2025-12-26 03:30:00+00:00,Minnesota Timberwolves,Denver Nuggets,138,142,1,4,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-26,2025-12-27 03:00:00+00:00,Los Angeles Clippers,Portland Trail Blazers,119,103,0,-16,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-26,2025-12-27 02:30:00+00:00,Detroit Pistons,Utah Jazz,129,131,1,2,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-26,2025-12-27 01:00:00+00:00,Phoenix Suns,New Orleans Pelicans,115,108,0,-7,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-26,2025-12-27 01:00:00+00:00,Milwaukee Bucks,Memphis Grizzlies,104,125,1,21,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-26,2025-12-27 00:00:00+00:00,Charlotte Hornets,Orlando Magic,120,105,0,-15,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-26,2025-12-27 00:00:00+00:00,Toronto Raptors,Washington Wizards,117,138,1,21,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-26,2025-12-27 00:00:00+00:00,Boston Celtics,Indiana Pacers,140,122,0,-18,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-26,2025-12-27 00:00:00+00:00,Miami Heat,Atlanta Hawks,126,111,0,-15,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-26,2025-12-27 00:30:00+00:00,Philadelphia 76ers,Chicago Bulls,102,109,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-27,2025-12-27 22:00:00+00:00,Dallas Mavericks,Sacramento Kings,107,113,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-27,2025-12-28 00:00:00+00:00,Phoenix Suns,New Orleans Pelicans,123,114,0,-9,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-27,2025-12-28 00:00:00+00:00,Denver Nuggets,Orlando Magic,126,127,1,1,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-27,2025-12-28 01:00:00+00:00,New York Knicks,Atlanta Hawks,128,125,0,-3,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-27,2025-12-28 01:00:00+00:00,Milwaukee Bucks,Chicago Bulls,112,103,0,-9,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
2025-12-27,2025-12-28 01:00:00+00:00,Cleveland Cavaliers,Houston Rockets,100,117,1,17,https://www.basketball-reference.com/leagues/NBA_2026_games-december.html
