game_date,tipoff_time_utc,away_team,home_team,away_score,home_score,home_win,point_diff,source_url
2026-01-23,2026-01-24 01:00:00+00:00,New Orleans Pelicans,Memphis Grizzlies,133,127,0,-6,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-23,2026-01-24 02:30:00+00:00,Denver Nuggets,Milwaukee Bucks,102,100,0,-2,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-23,2026-01-24 00:30:00+00:00,Boston Celtics,Brooklyn Nets,130,126,0,-4,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-23,2026-01-24 00:30:00+00:00,Phoenix Suns,Atlanta Hawks,103,110,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-23,2026-01-24 00:00:00+00:00,Houston Rockets,Detroit Pistons,111,104,0,-7,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-23,2026-01-24 00:30:00+00:00,Sacramento Kings,Cleveland Cavaliers,118,123,1,5,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-24,2026-01-24 17:00:00+00:00,Washington Wizards,Charlotte Hornets,115,119,1,4,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-24,2026-01-24 20:00:00+00:00,New York Knicks,Philadelphia 76ers,112,109,0,-3,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-24,2026-01-25 00:00:00+00:00,Cleveland Cavaliers,Orlando Magic,119,105,0,-14,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-24,2026-01-25 01:00:00+00:00,Boston Celtics,Chicago Bulls,111,114,1,3,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-24,2026-01-25 01:30:00+00:00,Los Angeles Lakers,Dallas Mavericks,116,110,0,-6,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-24,2026-01-25 02:30:00+00:00,Miami Heat,Utah Jazz,147,116,0,-31,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-25,2026-01-26 01:00:00+00:00,Miami Heat,Phoenix Suns,111,102,0,-9,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-25,2026-01-26 02:00:00+00:00,Brooklyn Nets,Los Angeles Clippers,89,126,1,37,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-25,2026-01-26 00:00:00+00:00,New Orleans Pelicans,San Antonio Spurs,104,95,0,-9,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-25,2026-01-26 00:00:00+00:00,Toronto Raptors,Oklahoma City Thunder,103,101,0,-2,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-25,2026-01-25 22:30:00+00:00,Golden State Warriors,Minnesota Timberwolves,111,85,0,-26,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-25,2026-01-25 20:00:00+00:00,Sacramento Kings,Detroit Pistons,116,139,1,23,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-26,2026-01-26 18:30:00+00:00,Indiana Pacers,Atlanta Hawks,116,132,1,16,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-26,2026-01-26 20:00:00+00:00,Philadelphia 76ers,Charlotte Hornets,93,130,1,37,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-26,2026-01-27 00:00:00+00:00,Orlando Magic,Cleveland Cavaliers,98,114,1,16,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-26,2026-01-27 01:00:00+00:00,Portland Trail Blazers,Boston Celtics,94,102,1,8,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-26,2026-01-27 01:00:00+00:00,Los Angeles Lakers,Chicago Bulls,129,118,0,-11,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-26,2026-01-27 01:00:00+00:00,Memphis Grizzlies,Houston Rockets,99,108,1,9,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-26,2026-01-27 02:30:00+00:00,Golden State Warriors,Minnesota Timberwolves,83,108,1,25,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-27,2026-01-28 03:00:00+00:00,Los Angeles Clippers,Utah Jazz,115,103,0,-12,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-27,2026-01-28 02:00:00+00:00,Brooklyn Nets,Phoenix Suns,102,106,1,4,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-27,2026-01-28 02:00:00+00:00,Detroit Pistons,Denver Nuggets,109,107,0,-2,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-27,2026-01-28 00:00:00+00:00,Portland Trail Blazers,Washington Wizards,111,115,1,4,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-27,2026-01-28 01:00:00+00:00,New Orleans Pelicans,Oklahoma City Thunder,95,104,1,9,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-27,2026-01-28 00:30:00+00:00,Sacramento Kings,New York Knicks,87,103,1,16,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-27,2026-01-28 01:00:00+00:00,Milwaukee Bucks,Philadelphia 76ers,122,139,1,17,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-28,2026-01-29 01:30:00+00:00,Minnesota Timberwolves,Dallas Mavericks,118,105,0,-13,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-28,2026-01-29 02:30:00+00:00,San Antonio Spurs,Houston Rockets,111,99,0,-12,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-28,2026-01-29 02:00:00+00:00,Golden State Warriors,Utah Jazz,140,124,0,-16,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-28,2026-01-29 01:00:00+00:00,Charlotte Hornets,Memphis Grizzlies,112,97,0,-15,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-28,2026-01-29 00:30:00+00:00,Atlanta Hawks,Boston Celtics,117,106,0,-11,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-28,2026-01-29 00:30:00+00:00,Orlando Magic,Miami Heat,133,124,0,-9,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-28,2026-01-29 00:00:00+00:00,Chicago Bulls,Indiana Pacers,110,113,1,3,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-28,2026-01-29 00:00:00+00:00,Los Angeles Lakers,Cleveland Cavaliers,99,129,1,30,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-28,2026-01-29 00:30:00+00:00,New York Knicks,Toronto Raptors,119,92,0,-27,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-29,2026-01-30 00:00:00+00:00,Sacramento Kings,Philadelphia 76ers,111,113,1,2,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-29,2026-01-30 00:00:00+00:00,Milwaukee Bucks,Washington Wizards,99,109,1,10,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-29,2026-01-30 01:00:00+00:00,Houston Rockets,Atlanta Hawks,104,86,0,-18,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-29,2026-01-30 01:00:00+00:00,Miami Heat,Chicago Bulls,116,113,0,-3,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-29,2026-01-30 01:30:00+00:00,Charlotte Hornets,Dallas Mavericks,123,121,0,-2,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-29,2026-01-30 02:00:00+00:00,Brooklyn Nets,Denver Nuggets,103,107,1,4,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-29,2026-01-30 02:00:00+00:00,Detroit Pistons,Phoenix Suns,96,114,1,18,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-29,2026-01-30 02:30:00+00:00,Oklahoma City Thunder,Minnesota Timberwolves,111,123,1,12,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-30,2026-01-31 03:00:00+00:00,Detroit Pistons,Golden State Warriors,131,124,0,-7,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-30,2026-01-31 02:00:00+00:00,Cleveland Cavaliers,Phoenix Suns,113,126,1,13,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-30,2026-01-31 02:00:00+00:00,Los Angeles Clippers,Denver Nuggets,109,122,1,13,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-30,2026-01-31 00:30:00+00:00,Toronto Raptors,Orlando Magic,120,130,1,10,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-30,2026-01-31 02:30:00+00:00,Brooklyn Nets,Utah Jazz,109,99,0,-10,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-30,2026-01-31 00:30:00+00:00,Memphis Grizzlies,New Orleans Pelicans,106,114,1,8,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-30,2026-01-31 00:30:00+00:00,Sacramento Kings,Boston Celtics,93,112,1,19,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-30,2026-01-31 00:00:00+00:00,Los Angeles Lakers,Washington Wizards,142,111,0,-31,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-30,2026-01-31 00:30:00+00:00,Portland Trail Blazers,New York Knicks,97,127,1,30,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-31,2026-01-31 17:00:00+00:00,San Antonio Spurs,Charlotte Hornets,106,111,1,5,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-31,2026-02-01 00:00:00+00:00,Atlanta Hawks,Indiana Pacers,124,129,1,5,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-31,2026-02-01 00:30:00+00:00,New Orleans Pelicans,Philadelphia 76ers,114,124,1,10,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-31,2026-02-01 01:00:00+00:00,Minnesota Timberwolves,Memphis Grizzlies,131,114,0,-17,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-31,2026-02-01 01:00:00+00:00,Chicago Bulls,Miami Heat,125,118,0,-7,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-01-31,2026-02-01 01:30:00+00:00,Dallas Mavericks,Houston Rockets,107,111,1,4,https://www.basketball-reference.com/leagues/NBA_2026_games-january.html
2026-02-01,2026-02-02 02:30:00+00:00,Oklahoma City Thunder,Denver Nuggets,121,111,0,-10,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-01,2026-02-02 02:00:00+00:00,Orlando Magic,San Antonio Spurs,103,112,1,9,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-01,2026-02-02 02:00:00+00:00,Cleveland Cavaliers,Portland Trail Blazers,130,111,0,-19,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-01,2026-02-02 01:00:00+00:00,Los Angeles Clippers,Phoenix Suns,117,93,0,-24,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-01,2026-02-02 00:00:00+00:00,Los Angeles Lakers,New York Knicks,100,112,1,12,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-01,2026-02-01 20:30:00+00:00,Milwaukee Bucks,Boston Celtics,79,107,1,28,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-01,2026-02-01 23:00:00+00:00,Utah Jazz,Toronto Raptors,100,107,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-01,2026-02-01 23:00:00+00:00,Chicago Bulls,Miami Heat,91,134,1,43,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-01,2026-02-01 23:00:00+00:00,Brooklyn Nets,Detroit Pistons,77,130,1,53,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-01,2026-02-01 23:00:00+00:00,Sacramento Kings,Washington Wizards,112,116,1,4,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-02,2026-02-03 03:00:00+00:00,Philadelphia 76ers,Los Angeles Clippers,128,113,0,-15,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-02,2026-02-03 00:30:00+00:00,Minnesota Timberwolves,Memphis Grizzlies,128,137,1,9,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-02,2026-02-02 20:00:00+00:00,New Orleans Pelicans,Charlotte Hornets,95,102,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-02,2026-02-03 00:00:00+00:00,Houston Rockets,Indiana Pacers,118,114,0,-4,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-03,2026-02-04 00:00:00+00:00,Denver Nuggets,Detroit Pistons,121,124,1,3,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-03,2026-02-04 00:00:00+00:00,Utah Jazz,Indiana Pacers,131,122,0,-9,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-03,2026-02-04 00:00:00+00:00,New York Knicks,Washington Wizards,132,101,0,-31,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-03,2026-02-04 00:30:00+00:00,Los Angeles Lakers,Brooklyn Nets,125,109,0,-16,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-03,2026-02-04 00:30:00+00:00,Atlanta Hawks,Miami Heat,127,115,0,-12,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-03,2026-02-04 01:00:00+00:00,Boston Celtics,Dallas Mavericks,110,100,0,-10,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-03,2026-02-04 01:00:00+00:00,Chicago Bulls,Milwaukee Bucks,115,131,1,16,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-03,2026-02-04 01:00:00+00:00,Orlando Magic,Oklahoma City Thunder,92,128,1,36,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-03,2026-02-04 03:00:00+00:00,Philadelphia 76ers,Golden State Warriors,113,94,0,-19,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-03,2026-02-04 04:00:00+00:00,Phoenix Suns,Portland Trail Blazers,130,125,0,-5,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-04,2026-02-05 03:00:00+00:00,Memphis Grizzlies,Sacramento Kings,129,125,0,-4,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-04,2026-02-05 02:30:00+00:00,Oklahoma City Thunder,San Antonio Spurs,106,116,1,10,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-04,2026-02-05 01:00:00+00:00,New Orleans Pelicans,Milwaukee Bucks,137,141,1,4,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-04,2026-02-05 03:30:00+00:00,Cleveland Cavaliers,Los Angeles Clippers,124,91,0,-33,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-04,2026-02-05 00:30:00+00:00,Minnesota Timberwolves,Toronto Raptors,128,126,0,-2,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-04,2026-02-05 00:00:00+00:00,Denver Nuggets,New York Knicks,127,134,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-04,2026-02-05 01:00:00+00:00,Boston Celtics,Houston Rockets,114,93,0,-21,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-05,2026-02-06 03:00:00+00:00,Philadelphia 76ers,Los Angeles Lakers,115,119,1,4,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-05,2026-02-06 01:30:00+00:00,San Antonio Spurs,Dallas Mavericks,135,123,0,-12,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-05,2026-02-06 01:00:00+00:00,Charlotte Hornets,Houston Rockets,109,99,0,-10,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-05,2026-02-06 03:00:00+00:00,Golden State Warriors,Phoenix Suns,101,97,0,-4,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-05,2026-02-06 00:30:00+00:00,Utah Jazz,Atlanta Hawks,119,121,1,2,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-05,2026-02-06 00:00:00+00:00,Brooklyn Nets,Orlando Magic,98,118,1,20,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-05,2026-02-06 00:00:00+00:00,Washington Wizards,Detroit Pistons,126,117,0,-9,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-05,2026-02-06 00:30:00+00:00,Chicago Bulls,Toronto Raptors,107,123,1,16,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-06,2026-02-07 00:30:00+00:00,Miami Heat,Boston Celtics,96,98,1,2,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-06,2026-02-07 00:30:00+00:00,New York Knicks,Detroit Pistons,80,118,1,38,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-06,2026-02-07 01:00:00+00:00,Indiana Pacers,Milwaukee Bucks,99,105,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-06,2026-02-07 01:00:00+00:00,New Orleans Pelicans,Minnesota Timberwolves,119,115,0,-4,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-06,2026-02-07 03:00:00+00:00,Memphis Grizzlies,Portland Trail Blazers,115,135,1,20,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-06,2026-02-07 03:00:00+00:00,Los Angeles Clippers,Sacramento Kings,114,111,0,-3,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-07,2026-02-08 02:00:00+00:00,Philadelphia 76ers,Phoenix Suns,109,103,0,-6,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-07,2026-02-08 03:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,132,126,0,-6,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-07,2026-02-08 03:00:00+00:00,Memphis Grizzlies,Portland Trail Blazers,115,122,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-07,2026-02-08 01:30:00+00:00,Golden State Warriors,Los Angeles Lakers,99,105,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-07,2026-02-08 01:00:00+00:00,Denver Nuggets,Chicago Bulls,136,120,0,-16,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-07,2026-02-08 00:00:00+00:00,Utah Jazz,Orlando Magic,117,120,1,3,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-07,2026-02-07 23:00:00+00:00,Dallas Mavericks,San Antonio Spurs,125,138,1,13,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-07,2026-02-07 20:30:00+00:00,Houston Rockets,Oklahoma City Thunder,112,106,0,-6,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-07,2026-02-07 20:00:00+00:00,Washington Wizards,Brooklyn Nets,113,127,1,14,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-07,2026-02-08 00:30:00+00:00,Charlotte Hornets,Atlanta Hawks,126,119,0,-7,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-08,2026-02-08 17:30:00+00:00,New York Knicks,Boston Celtics,111,89,0,-22,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-08,2026-02-08 19:00:00+00:00,Miami Heat,Washington Wizards,132,101,0,-31,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-08,2026-02-08 20:00:00+00:00,Los Angeles Clippers,Minnesota Timberwolves,115,96,0,-19,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-08,2026-02-08 20:00:00+00:00,Indiana Pacers,Toronto Raptors,104,122,1,18,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-09,2026-02-10 03:00:00+00:00,Philadelphia 76ers,Portland Trail Blazers,118,135,1,17,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-09,2026-02-10 03:00:00+00:00,Oklahoma City Thunder,Los Angeles Lakers,119,110,0,-9,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-09,2026-02-10 03:00:00+00:00,Memphis Grizzlies,Golden State Warriors,113,114,1,1,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-09,2026-02-10 02:00:00+00:00,Cleveland Cavaliers,Denver Nuggets,119,117,0,-2,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-09,2026-02-10 01:00:00+00:00,Sacramento Kings,New Orleans Pelicans,94,120,1,26,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-09,2026-02-10 00:30:00+00:00,Milwaukee Bucks,Orlando Magic,99,118,1,19,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-09,2026-02-10 00:30:00+00:00,Utah Jazz,Miami Heat,115,111,0,-4,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-09,2026-02-10 00:30:00+00:00,Chicago Bulls,Brooklyn Nets,115,123,1,8,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-09,2026-02-10 00:00:00+00:00,Detroit Pistons,Charlotte Hornets,110,104,0,-6,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-09,2026-02-10 01:00:00+00:00,Atlanta Hawks,Minnesota Timberwolves,116,138,1,22,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-10,2026-02-11 00:30:00+00:00,Indiana Pacers,New York Knicks,137,134,0,-3,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-10,2026-02-11 01:00:00+00:00,Los Angeles Clippers,Houston Rockets,95,102,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-10,2026-02-11 02:00:00+00:00,Dallas Mavericks,Phoenix Suns,111,120,1,9,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-10,2026-02-11 03:30:00+00:00,San Antonio Spurs,Los Angeles Lakers,136,108,0,-28,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-11,2026-02-12 01:00:00+00:00,Portland Trail Blazers,Minnesota Timberwolves,109,133,1,24,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-11,2026-02-12 02:00:00+00:00,Sacramento Kings,Utah Jazz,93,121,1,28,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-11,2026-02-12 02:00:00+00:00,Oklahoma City Thunder,Phoenix Suns,136,109,0,-27,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-11,2026-02-12 02:00:00+00:00,Memphis Grizzlies,Denver Nuggets,116,122,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-11,2026-02-12 01:00:00+00:00,Miami Heat,New Orleans Pelicans,123,111,0,-12,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-11,2026-02-12 01:00:00+00:00,Los Angeles Clippers,Houston Rockets,105,102,0,-3,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-11,2026-02-12 03:00:00+00:00,San Antonio Spurs,Golden State Warriors,126,113,0,-13,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-11,2026-02-12 00:30:00+00:00,New York Knicks,Philadelphia 76ers,138,89,0,-49,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-11,2026-02-12 00:30:00+00:00,Indiana Pacers,Brooklyn Nets,115,110,0,-5,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-11,2026-02-12 00:30:00+00:00,Chicago Bulls,Boston Celtics,105,124,1,19,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-11,2026-02-12 00:00:00+00:00,Milwaukee Bucks,Orlando Magic,116,108,0,-8,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-11,2026-02-12 00:00:00+00:00,Washington Wizards,Cleveland Cavaliers,113,138,1,25,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-11,2026-02-12 00:00:00+00:00,Atlanta Hawks,Charlotte Hornets,107,110,1,3,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-11,2026-02-12 00:30:00+00:00,Detroit Pistons,Toronto Raptors,113,95,0,-18,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-12,2026-02-13 02:00:00+00:00,Portland Trail Blazers,Utah Jazz,135,119,0,-16,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-12,2026-02-13 03:00:00+00:00,Dallas Mavericks,Los Angeles Lakers,104,124,1,20,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-12,2026-02-13 00:30:00+00:00,Milwaukee Bucks,Oklahoma City Thunder,110,93,0,-17,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-19,2026-02-20 03:00:00+00:00,Boston Celtics,Golden State Warriors,121,110,0,-11,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-19,2026-02-20 01:30:00+00:00,Phoenix Suns,San Antonio Spurs,94,121,1,27,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-19,2026-02-20 03:30:00+00:00,Denver Nuggets,Los Angeles Clippers,114,115,1,1,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-19,2026-02-20 03:00:00+00:00,Orlando Magic,Sacramento Kings,131,94,0,-37,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-19,2026-02-20 01:00:00+00:00,Toronto Raptors,Chicago Bulls,110,101,0,-9,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-19,2026-02-20 00:00:00+00:00,Atlanta Hawks,Philadelphia 76ers,117,107,0,-10,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-19,2026-02-20 00:00:00+00:00,Indiana Pacers,Washington Wizards,105,112,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-19,2026-02-20 00:30:00+00:00,Detroit Pistons,New York Knicks,126,111,0,-15,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-19,2026-02-20 00:00:00+00:00,Brooklyn Nets,Cleveland Cavaliers,84,112,1,28,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-19,2026-02-20 00:00:00+00:00,Houston Rockets,Charlotte Hornets,105,101,0,-4,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-20,2026-02-21 00:00:00+00:00,Cleveland Cavaliers,Charlotte Hornets,118,113,0,-5,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-20,2026-02-21 00:00:00+00:00,Utah Jazz,Memphis Grizzlies,114,123,1,9,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-20,2026-02-21 00:00:00+00:00,Indiana Pacers,Washington Wizards,118,131,1,13,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-20,2026-02-21 00:30:00+00:00,Miami Heat,Atlanta Hawks,128,97,0,-31,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-20,2026-02-21 00:30:00+00:00,Dallas Mavericks,Minnesota Timberwolves,111,122,1,11,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
2026-02-20,2026-02-21 01:00:00+00:00,Milwaukee Bucks,New Orleans Pelicans,139,118,0,-21,https://www.basketball-reference.com/leagues/NBA_2026_games-february.html
